id,order_num,product_line,status
801,10386,diabetes testing kit,Resolved
802,10398,diabetes testing kit,Shipped
803,10401,diabetes testing kit,On Hold
804,10416,diabetes testing kit,Shipped
805,10107,cgm systems,Shipped
806,10120,cgm systems,Shipped
807,10134,cgm systems,Shipped
808,10145,cgm systems,Shipped
809,10159,cgm systems,Shipped
810,10168,cgm systems,Shipped
811,10180,cgm systems,Shipped
812,10188,cgm systems,Shipped
813,10201,cgm systems,Shipped
814,10210,cgm systems,Shipped
815,10223,cgm systems,Shipped
816,10236,cgm systems,Shipped
817,10251,cgm systems,Shipped
818,10263,cgm systems,Shipped
819,10275,cgm systems,Shipped
820,10285,cgm systems,Shipped
821,10298,cgm systems,Shipped
822,10308,cgm systems,Shipped
823,10318,cgm systems,Shipped
824,10329,cgm systems,Shipped
825,10339,cgm systems,Shipped
826,10362,cgm systems,Shipped
827,10374,cgm systems,Shipped
828,10389,cgm systems,Shipped
829,10402,cgm systems,Shipped
830,10417,cgm systems,Disputed
831,10101,orthopedic supplies,Shipped
832,10110,orthopedic supplies,Shipped
833,10125,orthopedic supplies,Shipped
834,10139,orthopedic supplies,Shipped
835,10149,orthopedic supplies,Shipped
836,10162,orthopedic supplies,Shipped
837,10173,orthopedic supplies,Shipped
838,10182,orthopedic supplies,Shipped
839,10193,orthopedic supplies,Shipped
840,10205,orthopedic supplies,Shipped
841,10214,orthopedic supplies,Shipped
842,10227,orthopedic supplies,Shipped
843,10244,orthopedic supplies,Shipped
844,10255,orthopedic supplies,Shipped
845,10280,orthopedic supplies,Shipped
846,10289,orthopedic supplies,Shipped
847,10304,orthopedic supplies,Shipped
848,10312,orthopedic supplies,Shipped
849,10322,orthopedic supplies,Shipped
850,10332,orthopedic supplies,Shipped
851,10347,orthopedic supplies,Shipped
852,10356,orthopedic supplies,Shipped
853,10367,orthopedic supplies,Resolved
854,10380,orthopedic supplies,Shipped
855,10390,orthopedic supplies,Shipped
856,10421,orthopedic supplies,In Process
857,10109,wound care supplies,Shipped
858,10123,wound care supplies,Shipped
859,10137,wound care supplies,Shipped
860,10148,wound care supplies,Shipped
861,10161,wound care supplies,Shipped
862,10172,wound care supplies,Shipped
863,10181,wound care supplies,Shipped
864,10192,wound care supplies,Shipped
865,10204,wound care supplies,Shipped
866,10212,wound care supplies,Shipped
867,10226,wound care supplies,Shipped
868,10241,wound care supplies,Shipped
869,10253,wound care supplies,Cancelled
870,10266,wound care supplies,Shipped
871,10278,wound care supplies,Shipped
872,10287,wound care supplies,Shipped
873,10301,wound care supplies,Shipped
874,10311,wound care supplies,Shipped
875,10321,wound care supplies,Shipped
876,10331,wound care supplies,Shipped
877,10343,wound care supplies,Shipped
878,10366,wound care supplies,Shipped
879,10379,wound care supplies,Shipped
880,10407,wound care supplies,On Hold
881,10419,wound care supplies,Shipped
882,10103,orthopedic supplies,Shipped
883,10112,orthopedic supplies,Shipped
884,10126,orthopedic supplies,Shipped
885,10139,orthopedic supplies,Shipped
886,10150,orthopedic supplies,Shipped
887,10163,orthopedic supplies,Shipped
888,10174,orthopedic supplies,Shipped
889,10183,orthopedic supplies,Shipped
890,10193,orthopedic supplies,Shipped
891,10206,orthopedic supplies,Shipped
892,10215,orthopedic supplies,Shipped
893,10228,orthopedic supplies,Shipped
894,10244,orthopedic supplies,Shipped
895,10257,orthopedic supplies,Shipped
896,10270,orthopedic supplies,Shipped
897,10280,orthopedic supplies,Shipped
898,10291,orthopedic supplies,Shipped
899,10304,orthopedic supplies,Shipped
900,10312,orthopedic supplies,Shipped
901,10322,orthopedic supplies,Shipped
902,10333,orthopedic supplies,Shipped
903,10347,orthopedic supplies,Shipped
904,10357,orthopedic supplies,Shipped
905,10369,orthopedic supplies,Shipped
906,10381,orthopedic supplies,Shipped
907,10391,orthopedic supplies,Shipped
908,10423,orthopedic supplies,In Process
909,10103,orthopedic supplies,Shipped
910,10111,orthopedic supplies,Shipped
911,10126,orthopedic supplies,Shipped
912,10139,orthopedic supplies,Shipped
913,10150,orthopedic supplies,Shipped
914,10163,orthopedic supplies,Shipped
915,10173,orthopedic supplies,Shipped
916,10183,orthopedic supplies,Shipped
917,10193,orthopedic supplies,Shipped
918,10206,orthopedic supplies,Shipped
919,10215,orthopedic supplies,Shipped
920,10228,orthopedic supplies,Shipped
921,10244,orthopedic supplies,Shipped
922,10257,orthopedic supplies,Shipped
923,10269,orthopedic supplies,Shipped
924,10280,orthopedic supplies,Shipped
925,10291,orthopedic supplies,Shipped
926,10304,orthopedic supplies,Shipped
927,10312,orthopedic supplies,Shipped
928,10322,orthopedic supplies,Shipped
929,10332,orthopedic supplies,Shipped
930,10347,orthopedic supplies,Shipped
931,10357,orthopedic supplies,Shipped
932,10369,orthopedic supplies,Shipped
933,10381,orthopedic supplies,Shipped
934,10392,orthopedic supplies,Shipped
935,10423,orthopedic supplies,In Process
936,10106,wound care supplies,Shipped
937,10119,wound care supplies,Shipped
938,10130,wound care supplies,Shipped
939,10143,wound care supplies,Shipped
940,10155,wound care supplies,Shipped
941,10167,wound care supplies,Cancelled
942,10178,wound care supplies,Shipped
943,10186,wound care supplies,Shipped
944,10197,wound care supplies,Shipped
945,10209,wound care supplies,Shipped
946,10222,wound care supplies,Shipped
947,10248,wound care supplies,Cancelled
948,10262,wound care supplies,Cancelled
949,10273,wound care supplies,Shipped
950,10283,wound care supplies,Shipped
951,10296,wound care supplies,Shipped
952,10307,wound care supplies,Shipped
953,10316,wound care supplies,Shipped
954,10327,wound care supplies,Resolved
955,10338,wound care supplies,Shipped
956,10350,wound care supplies,Shipped
957,10373,wound care supplies,Shipped
958,10386,wound care supplies,Resolved
959,10398,wound care supplies,Shipped
960,10400,wound care supplies,Shipped
961,10414,wound care supplies,On Hold
962,10103,orthopedic supplies,Shipped
963,10111,orthopedic supplies,Shipped
964,10126,orthopedic supplies,Shipped
965,10139,orthopedic supplies,Shipped
966,10150,orthopedic supplies,Shipped
967,10163,orthopedic supplies,Shipped
968,10173,orthopedic supplies,Shipped
969,10183,orthopedic supplies,Shipped
970,10193,orthopedic supplies,Shipped
971,10206,orthopedic supplies,Shipped
972,10215,orthopedic supplies,Shipped
973,10228,orthopedic supplies,Shipped
974,10244,orthopedic supplies,Shipped
975,10257,orthopedic supplies,Shipped
976,10270,orthopedic supplies,Shipped
977,10280,orthopedic supplies,Shipped
978,10291,orthopedic supplies,Shipped
979,10304,orthopedic supplies,Shipped
980,10312,orthopedic supplies,Shipped
981,10322,orthopedic supplies,Shipped
982,10332,orthopedic supplies,Shipped
983,10347,orthopedic supplies,Shipped
984,10357,orthopedic supplies,Shipped
985,10369,orthopedic supplies,Shipped
986,10381,orthopedic supplies,Shipped
987,10392,orthopedic supplies,Shipped
988,10423,orthopedic supplies,In Process
989,10105,orthopedic supplies,Shipped
990,10117,orthopedic supplies,Shipped
991,10128,orthopedic supplies,Shipped
992,10142,orthopedic supplies,Shipped
993,10153,orthopedic supplies,Shipped
994,10166,orthopedic supplies,Shipped
995,10177,orthopedic supplies,Shipped
996,10185,orthopedic supplies,Shipped
997,10196,orthopedic supplies,Shipped
998,10208,orthopedic supplies,Shipped
999,10221,orthopedic supplies,Shipped
1000,10232,orthopedic supplies,Shipped
1001,10248,orthopedic supplies,Cancelled
1002,10273,orthopedic supplies,Shipped
1003,10282,orthopedic supplies,Shipped
1004,10293,orthopedic supplies,Shipped
1005,10306,orthopedic supplies,Shipped
1006,10314,orthopedic supplies,Shipped
1007,10325,orthopedic supplies,Shipped
1008,10336,orthopedic supplies,Shipped
1009,10350,orthopedic supplies,Shipped
1010,10372,orthopedic supplies,Shipped
1011,10383,orthopedic supplies,Shipped
1012,10396,orthopedic supplies,Shipped
1013,10414,orthopedic supplies,On Hold
1014,10104,wound care supplies,Shipped
1015,10109,wound care supplies,Shipped
1016,10114,wound care supplies,Shipped
1017,10122,wound care supplies,Shipped
1018,10127,wound care supplies,Shipped
1019,10136,wound care supplies,Shipped
1020,10141,wound care supplies,Shipped
1021,10148,wound care supplies,Shipped
1022,10151,wound care supplies,Shipped
1023,10160,wound care supplies,Shipped
1024,10165,wound care supplies,Shipped
1025,10171,wound care supplies,Shipped
1026,10175,wound care supplies,Shipped
1027,10181,wound care supplies,Shipped
1028,10184,wound care supplies,Shipped
1029,10192,wound care supplies,Shipped
1030,10195,wound care supplies,Shipped
1031,10203,wound care supplies,Shipped
1032,10207,wound care supplies,Shipped
1033,10212,wound care supplies,Shipped
1034,10225,wound care supplies,Shipped
1035,10229,wound care supplies,Shipped
1036,10239,wound care supplies,Shipped
1037,10246,wound care supplies,Shipped
1038,10253,wound care supplies,Cancelled
1039,10259,wound care supplies,Shipped
1040,10266,wound care supplies,Shipped
1041,10271,wound care supplies,Shipped
1042,10278,wound care supplies,Shipped
1043,10281,wound care supplies,Shipped
1044,10287,wound care supplies,Shipped
1045,10292,wound care supplies,Shipped
1046,10301,wound care supplies,Shipped
1047,10305,wound care supplies,Shipped
1048,10310,wound care supplies,Shipped
1049,10313,wound care supplies,Shipped
1050,10321,wound care supplies,Shipped
1051,10324,wound care supplies,Shipped
1052,10331,wound care supplies,Shipped
1053,10334,wound care supplies,On Hold
1054,10342,wound care supplies,Shipped
1055,10349,wound care supplies,Shipped
1056,10358,wound care supplies,Shipped
1057,10366,wound care supplies,Shipped
1058,10370,wound care supplies,Shipped
1059,10377,wound care supplies,Shipped
1060,10383,wound care supplies,Shipped
1061,10394,wound care supplies,Shipped
1062,10405,wound care supplies,Shipped
1063,10412,wound care supplies,Shipped
1064,10419,wound care supplies,Shipped
1065,10425,wound care supplies,In Process
1066,10105,urological supplies,Shipped
1067,10117,urological supplies,Shipped
1068,10128,urological supplies,Shipped
1069,10142,urological supplies,Shipped
1070,10153,urological supplies,Shipped
1071,10165,urological supplies,Shipped
1072,10177,urological supplies,Shipped
1073,10185,urological supplies,Shipped
1074,10196,urological supplies,Shipped
1075,10208,urological supplies,Shipped
1076,10221,urological supplies,Shipped
1077,10232,urological supplies,Shipped
1078,10248,urological supplies,Cancelled
1079,10273,urological supplies,Shipped
1080,10282,urological supplies,Shipped
1081,10293,urological supplies,Shipped
1082,10306,urological supplies,Shipped
1083,10314,urological supplies,Shipped
1084,10326,urological supplies,Shipped
1085,10336,urological supplies,Shipped
1086,10350,urological supplies,Shipped
1087,10372,urological supplies,Shipped
1088,10383,urological supplies,Shipped
1089,10396,urological supplies,Shipped
1090,10414,urological supplies,On Hold
1091,10108,wound care supplies,Shipped
1092,10122,wound care supplies,Shipped
1093,10135,wound care supplies,Shipped
1094,10147,wound care supplies,Shipped
1095,10159,wound care supplies,Shipped
1096,10169,wound care supplies,Shipped
1097,10181,wound care supplies,Shipped
1098,10191,wound care supplies,Shipped
1099,10203,wound care supplies,Shipped
1100,10211,wound care supplies,Shipped
1101,10225,wound care supplies,Shipped
1102,10238,wound care supplies,Shipped
1103,10252,wound care supplies,Shipped
1104,10265,wound care supplies,Shipped
1105,10276,wound care supplies,Shipped
1106,10287,wound care supplies,Shipped
1107,10300,wound care supplies,Shipped
1108,10310,wound care supplies,Shipped
1109,10319,wound care supplies,Shipped
1110,10329,wound care supplies,Shipped
1111,10342,wound care supplies,Shipped
1112,10363,wound care supplies,Shipped
1113,10378,wound care supplies,Shipped
1114,10390,wound care supplies,Shipped
1115,10103,orthopedic supplies,Shipped
1116,10111,orthopedic supplies,Shipped
1117,10126,orthopedic supplies,Shipped
1118,10139,orthopedic supplies,Shipped
1119,10149,orthopedic supplies,Shipped
1120,10163,orthopedic supplies,Shipped
1121,10173,orthopedic supplies,Shipped
1122,10182,orthopedic supplies,Shipped
1123,10193,orthopedic supplies,Shipped
1124,10206,orthopedic supplies,Shipped
1125,10215,orthopedic supplies,Shipped
1126,10227,orthopedic supplies,Shipped
1127,10244,orthopedic supplies,Shipped
1128,10257,orthopedic supplies,Shipped
1129,10280,orthopedic supplies,Shipped
1130,10290,orthopedic supplies,Shipped
1131,10304,orthopedic supplies,Shipped
1132,10312,orthopedic supplies,Shipped
1133,10323,orthopedic supplies,Shipped
1134,10333,orthopedic supplies,Shipped
1135,10347,orthopedic supplies,Shipped
1136,10357,orthopedic supplies,Shipped
1137,10369,orthopedic supplies,Shipped
1138,10382,orthopedic supplies,Shipped
1139,10392,orthopedic supplies,Shipped
1140,10423,orthopedic supplies,In Process
1141,10108,wound care supplies,Shipped
1142,10122,wound care supplies,Shipped
1143,10135,wound care supplies,Shipped
1144,10147,wound care supplies,Shipped
1145,10159,wound care supplies,Shipped
1146,10169,wound care supplies,Shipped
1147,10181,wound care supplies,Shipped
1148,10191,wound care supplies,Shipped
1149,10203,wound care supplies,Shipped
1150,10211,wound care supplies,Shipped
1151,10225,wound care supplies,Shipped
1152,10238,wound care supplies,Shipped
1153,10252,wound care supplies,Shipped
1154,10265,wound care supplies,Shipped
1155,10276,wound care supplies,Shipped
1156,10287,wound care supplies,Shipped
1157,10300,wound care supplies,Shipped
1158,10310,wound care supplies,Shipped
1159,10320,wound care supplies,Shipped
1160,10330,wound care supplies,Shipped
1161,10342,wound care supplies,Shipped
1162,10355,wound care supplies,Shipped
1163,10363,wound care supplies,Shipped
1164,10378,wound care supplies,Shipped
1165,10390,wound care supplies,Shipped
1166,10109,wound care supplies,Shipped
1167,10123,wound care supplies,Shipped
1168,10137,wound care supplies,Shipped
1169,10148,wound care supplies,Shipped
1170,10161,wound care supplies,Shipped
1171,10172,wound care supplies,Shipped
1172,10181,wound care supplies,Shipped
1173,10192,wound care supplies,Shipped
1174,10204,wound care supplies,Shipped
1175,10212,wound care supplies,Shipped
1176,10226,wound care supplies,Shipped
1177,10240,wound care supplies,Shipped
1178,10253,wound care supplies,Cancelled
1179,10266,wound care supplies,Shipped
1180,10278,wound care supplies,Shipped
1181,10287,wound care supplies,Shipped
1182,10301,wound care supplies,Shipped
1183,10311,wound care supplies,Shipped
1184,10321,wound care supplies,Shipped
1185,10331,wound care supplies,Shipped
1186,10343,wound care supplies,Shipped
1187,10367,wound care supplies,Resolved
1188,10379,wound care supplies,Shipped
1189,10406,wound care supplies,Disputed
1190,10419,wound care supplies,Shipped
1191,10108,cgm systems,Shipped
1192,10122,cgm systems,Shipped
1193,10135,cgm systems,Shipped
1194,10146,cgm systems,Shipped
1195,10159,cgm systems,Shipped
1196,10169,cgm systems,Shipped
1197,10180,cgm systems,Shipped
1198,10191,cgm systems,Shipped
1199,10211,cgm systems,Shipped
1200,10224,cgm systems,Shipped
1201,10237,cgm systems,Shipped
1202,10252,cgm systems,Shipped
1203,10264,cgm systems,Shipped
1204,10276,cgm systems,Shipped
1205,10286,cgm systems,Shipped
1206,10299,cgm systems,Shipped
1207,10310,cgm systems,Shipped
1208,10319,cgm systems,Shipped
1209,10330,cgm systems,Shipped
1210,10342,cgm systems,Shipped
1211,10355,cgm systems,Shipped
1212,10363,cgm systems,Shipped
1213,10378,cgm systems,Shipped
1214,10390,cgm systems,Shipped
1215,10403,cgm systems,Shipped
1216,10106,orthopedic supplies,Shipped
1217,10119,orthopedic supplies,Shipped
1218,10130,orthopedic supplies,Shipped
1219,10143,orthopedic supplies,Shipped
1220,10155,orthopedic supplies,Shipped
1221,10167,orthopedic supplies,Cancelled
1222,10178,orthopedic supplies,Shipped
1223,10186,orthopedic supplies,Shipped
1224,10197,orthopedic supplies,Shipped
1225,10209,orthopedic supplies,Shipped
1226,10222,orthopedic supplies,Shipped
1227,10249,orthopedic supplies,Shipped
1228,10262,orthopedic supplies,Cancelled
1229,10273,orthopedic supplies,Shipped
1230,10283,orthopedic supplies,Shipped
1231,10296,orthopedic supplies,Shipped
1232,10307,orthopedic supplies,Shipped
1233,10316,orthopedic supplies,Shipped
1234,10328,orthopedic supplies,Shipped
1235,10338,orthopedic supplies,Shipped
1236,10351,orthopedic supplies,Shipped
1237,10373,orthopedic supplies,Shipped
1238,10386,orthopedic supplies,Resolved
1239,10398,orthopedic supplies,Shipped
1240,10400,orthopedic supplies,Shipped
1241,10415,orthopedic supplies,Disputed
1242,10104,wound care supplies,Shipped
1243,10117,wound care supplies,Shipped
1244,10127,wound care supplies,Shipped
1245,10142,wound care supplies,Shipped
1246,10152,wound care supplies,Shipped
1247,10165,wound care supplies,Shipped
1248,10176,wound care supplies,Shipped
1249,10185,wound care supplies,Shipped
1250,10196,wound care supplies,Shipped
1251,10207,wound care supplies,Shipped
1252,10220,wound care supplies,Shipped
1253,10230,wound care supplies,Shipped
1254,10247,wound care supplies,Shipped
1255,10272,wound care supplies,Shipped
1256,10282,wound care supplies,Shipped
1257,10292,wound care supplies,Shipped
1258,10306,wound care supplies,Shipped
1259,10314,wound care supplies,Shipped
1260,10324,wound care supplies,Shipped
1261,10337,wound care supplies,Shipped
1262,10349,wound care supplies,Shipped
1263,10358,wound care supplies,Shipped
1264,10372,wound care supplies,Shipped
1265,10383,wound care supplies,Shipped
1266,10394,wound care supplies,Shipped
1267,10413,wound care supplies,Shipped
1268,10100,orthopedic supplies,Shipped
1269,10110,orthopedic supplies,Shipped
1270,10124,orthopedic supplies,Shipped
1271,10148,orthopedic supplies,Shipped
1272,10162,orthopedic supplies,Shipped
1273,10173,orthopedic supplies,Shipped
1274,10182,orthopedic supplies,Shipped
1275,10193,orthopedic supplies,Shipped
1276,10204,orthopedic supplies,Shipped
1277,10213,orthopedic supplies,Shipped
1278,10227,orthopedic supplies,Shipped
1279,10241,orthopedic supplies,Shipped
1280,10280,orthopedic supplies,Shipped
1281,10288,orthopedic supplies,Shipped
1282,10302,orthopedic supplies,Shipped
1283,10311,orthopedic supplies,Shipped
1284,10332,orthopedic supplies,Shipped
1285,10344,orthopedic supplies,Shipped
1286,10367,orthopedic supplies,Resolved
1287,10380,orthopedic supplies,Shipped
1288,10407,orthopedic supplies,On Hold
1289,10420,orthopedic supplies,In Process
1290,10105,orthopedic supplies,Shipped
1291,10117,orthopedic supplies,Shipped
1292,10128,orthopedic supplies,Shipped
1293,10142,orthopedic supplies,Shipped
1294,10153,orthopedic supplies,Shipped
1295,10166,orthopedic supplies,Shipped
1296,10177,orthopedic supplies,Shipped
1297,10185,orthopedic supplies,Shipped
1298,10197,orthopedic supplies,Shipped
1299,10208,orthopedic supplies,Shipped
1300,10221,orthopedic supplies,Shipped
1301,10232,orthopedic supplies,Shipped
1302,10248,orthopedic supplies,Cancelled
1303,10261,orthopedic supplies,Shipped
1304,10273,orthopedic supplies,Shipped
1305,10283,orthopedic supplies,Shipped
1306,10293,orthopedic supplies,Shipped
1307,10306,orthopedic supplies,Shipped
1308,10315,orthopedic supplies,Shipped
1309,10326,orthopedic supplies,Shipped
1310,10337,orthopedic supplies,Shipped
1311,10350,orthopedic supplies,Shipped
1312,10372,orthopedic supplies,Shipped
1313,10383,orthopedic supplies,Shipped
1314,10396,orthopedic supplies,Shipped
1315,10414,orthopedic supplies,On Hold
1316,10103,ostomy supplies,Shipped
1317,10114,ostomy supplies,Shipped
1318,10126,ostomy supplies,Shipped
1319,10140,ostomy supplies,Shipped
1320,10150,ostomy supplies,Shipped
1321,10164,ostomy supplies,Resolved
1322,10175,ostomy supplies,Shipped
1323,10183,ostomy supplies,Shipped
1324,10194,ostomy supplies,Shipped
1325,10207,ostomy supplies,Shipped
1326,10217,ostomy supplies,Shipped
1327,10229,ostomy supplies,Shipped
1328,10245,ostomy supplies,Shipped
1329,10259,ostomy supplies,Shipped
1330,10270,ostomy supplies,Shipped
1331,10281,ostomy supplies,Shipped
1332,10291,ostomy supplies,Shipped
1333,10305,ostomy supplies,Shipped
1334,10313,ostomy supplies,Shipped
1335,10323,ostomy supplies,Shipped
1336,10334,ostomy supplies,On Hold
1337,10347,ostomy supplies,Shipped
1338,10357,ostomy supplies,Shipped
1339,10370,ostomy supplies,Shipped
1340,10382,ostomy supplies,Shipped
1341,10411,ostomy supplies,Shipped
1342,10425,ostomy supplies,In Process
1343,10103,orthopedic supplies,Shipped
1344,10113,orthopedic supplies,Shipped
1345,10126,orthopedic supplies,Shipped
1346,10140,orthopedic supplies,Shipped
1347,10150,orthopedic supplies,Shipped
1348,10164,orthopedic supplies,Resolved
1349,10174,orthopedic supplies,Shipped
1350,10183,orthopedic supplies,Shipped
1351,10194,orthopedic supplies,Shipped
1352,10206,orthopedic supplies,Shipped
1353,10215,orthopedic supplies,Shipped
1354,10229,orthopedic supplies,Shipped
1355,10245,orthopedic supplies,Shipped
1356,10258,orthopedic supplies,Shipped
1357,10270,orthopedic supplies,Shipped
1358,10281,orthopedic supplies,Shipped
1359,10291,orthopedic supplies,Shipped
1360,10304,orthopedic supplies,Shipped
1361,10312,orthopedic supplies,Shipped
1362,10324,orthopedic supplies,Shipped
1363,10333,orthopedic supplies,Shipped
1364,10348,orthopedic supplies,Shipped
1365,10358,orthopedic supplies,Shipped
1366,10370,orthopedic supplies,Shipped
1367,10382,orthopedic supplies,Shipped
1368,10411,orthopedic supplies,Shipped
1369,10424,orthopedic supplies,In Process
1370,10108,wound care supplies,Shipped
1371,10122,wound care supplies,Shipped
1372,10135,wound care supplies,Shipped
1373,10146,wound care supplies,Shipped
1374,10159,wound care supplies,Shipped
1375,10169,wound care supplies,Shipped
1376,10180,wound care supplies,Shipped
1377,10191,wound care supplies,Shipped
1378,10211,wound care supplies,Shipped
1379,10225,wound care supplies,Shipped
1380,10238,wound care supplies,Shipped
1381,10252,wound care supplies,Shipped
1382,10264,wound care supplies,Shipped
1383,10276,wound care supplies,Shipped
1384,10287,wound care supplies,Shipped
1385,10299,wound care supplies,Shipped
1386,10310,wound care supplies,Shipped
1387,10319,wound care supplies,Shipped
1388,10330,wound care supplies,Shipped
1389,10342,wound care supplies,Shipped
1390,10355,wound care supplies,Shipped
1391,10363,wound care supplies,Shipped
1392,10378,wound care supplies,Shipped
1393,10390,wound care supplies,Shipped
1394,10110,wound care supplies,Shipped
1395,10124,wound care supplies,Shipped
1396,10148,wound care supplies,Shipped
1397,10161,wound care supplies,Shipped
1398,10173,wound care supplies,Shipped
1399,10182,wound care supplies,Shipped
1400,10193,wound care supplies,Shipped
1401,10204,wound care supplies,Shipped
1402,10213,wound care supplies,Shipped
1403,10227,wound care supplies,Shipped
1404,10241,wound care supplies,Shipped
1405,10267,wound care supplies,Shipped
1406,10279,wound care supplies,Shipped
1407,10288,wound care supplies,Shipped
1408,10302,wound care supplies,Shipped
1409,10311,wound care supplies,Shipped
1410,10332,wound care supplies,Shipped
1411,10344,wound care supplies,Shipped
1412,10367,wound care supplies,Resolved
1413,10380,wound care supplies,Shipped
1414,10407,wound care supplies,On Hold
1415,10420,wound care supplies,In Process
1416,10110,wound care supplies,Shipped
1417,10124,wound care supplies,Shipped
1418,10148,wound care supplies,Shipped
1419,10161,wound care supplies,Shipped
1420,10172,wound care supplies,Shipped
1421,10182,wound care supplies,Shipped
1422,10192,wound care supplies,Shipped
1423,10204,wound care supplies,Shipped
1424,10212,wound care supplies,Shipped
1425,10226,wound care supplies,Shipped
1426,10241,wound care supplies,Shipped
1427,10267,wound care supplies,Shipped
1428,10279,wound care supplies,Shipped
1429,10288,wound care supplies,Shipped
1430,10301,wound care supplies,Shipped
1431,10311,wound care supplies,Shipped
1432,10321,wound care supplies,Shipped
1433,10332,wound care supplies,Shipped
1434,10344,wound care supplies,Shipped
1435,10367,wound care supplies,Resolved
1436,10380,wound care supplies,Shipped
1437,10407,wound care supplies,On Hold
1438,10420,wound care supplies,In Process
1439,10104,wound care supplies,Shipped
1440,10115,wound care supplies,Shipped
1441,10127,wound care supplies,Shipped
1442,10141,wound care supplies,Shipped
1443,10152,wound care supplies,Shipped
1444,10165,wound care supplies,Shipped
1445,10176,wound care supplies,Shipped
1446,10184,wound care supplies,Shipped
1447,10195,wound care supplies,Shipped
1448,10207,wound care supplies,Shipped
1449,10220,wound care supplies,Shipped
1450,10230,wound care supplies,Shipped
1451,10246,wound care supplies,Shipped
1452,10259,wound care supplies,Shipped
1453,10271,wound care supplies,Shipped
1454,10282,wound care supplies,Shipped
1455,10292,wound care supplies,Shipped
1456,10305,wound care supplies,Shipped
1457,10314,wound care supplies,Shipped
1458,10324,wound care supplies,Shipped
1459,10336,wound care supplies,Shipped
1460,10349,wound care supplies,Shipped
1461,10358,wound care supplies,Shipped
1462,10371,wound care supplies,Shipped
1463,10383,wound care supplies,Shipped
1464,10394,wound care supplies,Shipped
1465,10412,wound care supplies,Shipped
1466,10425,wound care supplies,In Process
1467,10107,cgm systems,Shipped
1468,10120,cgm systems,Shipped
1469,10134,cgm systems,Shipped
1470,10145,cgm systems,Shipped
1471,10159,cgm systems,Shipped
1472,10168,cgm systems,Shipped
1473,10180,cgm systems,Shipped
1474,10188,cgm systems,Shipped
1475,10201,cgm systems,Shipped
1476,10211,cgm systems,Shipped
1477,10223,cgm systems,Shipped
1478,10237,cgm systems,Shipped
1479,10251,cgm systems,Shipped
1480,10263,cgm systems,Shipped
1481,10275,cgm systems,Shipped
1482,10285,cgm systems,Shipped
1483,10299,cgm systems,Shipped
1484,10309,cgm systems,Shipped
1485,10318,cgm systems,Shipped
1486,10329,cgm systems,Shipped
1487,10339,cgm systems,Shipped
1488,10362,cgm systems,Shipped
1489,10374,cgm systems,Shipped
1490,10389,cgm systems,Shipped
1491,10403,cgm systems,Shipped
1492,10417,cgm systems,Disputed
1493,10110,wound care supplies,Shipped
1494,10123,wound care supplies,Shipped
1495,10137,wound care supplies,Shipped
1496,10148,wound care supplies,Shipped
1497,10161,wound care supplies,Shipped
1498,10172,wound care supplies,Shipped
1499,10181,wound care supplies,Shipped
1500,10192,wound care supplies,Shipped
1501,10204,wound care supplies,Shipped
1502,10212,wound care supplies,Shipped
1503,10226,wound care supplies,Shipped
1504,10241,wound care supplies,Shipped
1505,10266,wound care supplies,Shipped
1506,10278,wound care supplies,Shipped
1507,10288,wound care supplies,Shipped
1508,10301,wound care supplies,Shipped
1509,10311,wound care supplies,Shipped
1510,10321,wound care supplies,Shipped
1511,10332,wound care supplies,Shipped
1512,10343,wound care supplies,Shipped
1513,10367,wound care supplies,Resolved
1514,10379,wound care supplies,Shipped
1515,10407,wound care supplies,On Hold
1516,10420,wound care supplies,In Process
1517,10106,diabetes testing kit,Shipped
1518,10120,diabetes testing kit,Shipped
1519,10133,diabetes testing kit,Shipped
1520,10145,diabetes testing kit,Shipped
1521,10168,diabetes testing kit,Shipped
1522,10210,diabetes testing kit,Shipped
1523,10223,diabetes testing kit,Shipped
1524,10235,diabetes testing kit,Shipped
1525,10250,diabetes testing kit,Shipped
1526,10262,diabetes testing kit,Cancelled
1527,10275,diabetes testing kit,Shipped
1528,10284,diabetes testing kit,Shipped
1529,10297,diabetes testing kit,Shipped
1530,10308,diabetes testing kit,Shipped
1531,10316,diabetes testing kit,Shipped
1532,10328,diabetes testing kit,Shipped
1533,10339,diabetes testing kit,Shipped
1534,10353,diabetes testing kit,Shipped
1535,10374,diabetes testing kit,Shipped
1536,10386,diabetes testing kit,Resolved
1537,10398,diabetes testing kit,Shipped
1538,10401,diabetes testing kit,On Hold
1539,10416,diabetes testing kit,Shipped
1540,10101,orthopedic supplies,Shipped
1541,10110,orthopedic supplies,Shipped
1542,10124,orthopedic supplies,Shipped
1543,10149,orthopedic supplies,Shipped
1544,10162,orthopedic supplies,Shipped
1545,10173,orthopedic supplies,Shipped
1546,10182,orthopedic supplies,Shipped
1547,10193,orthopedic supplies,Shipped
1548,10205,orthopedic supplies,Shipped
1549,10214,orthopedic supplies,Shipped
1550,10227,orthopedic supplies,Shipped
1551,10243,orthopedic supplies,Shipped
1552,10280,orthopedic supplies,Shipped
1553,10288,orthopedic supplies,Shipped
1554,10304,orthopedic supplies,Shipped
1555,10312,orthopedic supplies,Shipped
1556,10322,orthopedic supplies,Shipped
1557,10332,orthopedic supplies,Shipped
1558,10344,orthopedic supplies,Shipped
